name,image,ingredients,calories,fat,carbs,protein
Cottage Meatloaf,https://www.edamam.com/web-img/491/4919a160b4f605565db1c31a38d9bec3.jpg,Black pepper|Ground beef|Beef|Mustard (condiment)|Ketchup|Egg as food|Sugar|Bread|Capsicum|Salt|Brown sugar|Tomato juice|Juice|Bread crumbs|Tomato|Onion,246.34823210000002,10.200337875000006,18.098305312500003,20.2549023125
Texas Pork Ribs,https://www.edamam.com/web-img/1ba/1bad9b7d3a6f0b394e73dc359c4d2136.jpeg,Paprika|Salt|Celery|Celery salt|Black pepper|Cayenne pepper|Oregano,1211.1943333332886,101.49342166666594,3.1848316666550147,67.43715499999848
Smoked Spare Ribs,https://www.edamam.com/web-img/e33/e336d07fa8465ea5fe3de782f5a8f18d.jpg,Cumin|Salt|Palm sugar|Sugar|Mustard (condiment)|Cayenne pepper|Chili pepper|Onion powder|Onion|Chili powder|Spare ribs|Pork|Garlic|Garlic powder|Barbecue sauce|Brown sugar|Black pepper,1313.4481149000003,107.17977958000002,12.199531250000001,71.22770963900003
Quick Chile Verde Recipe,https://www.edamam.com/web-img/b08/b0845f6dde8c1cd7a4197fe398f0c3f2.jpg,Chicken as food|Onion|Stock (food)|Clove|Olive oil|Coriander|Chili pepper|Black pepper|Oil|Seed|Poblano|Oregano|Garlic|Jalapeño|Tomatillo|Olive|Ground meat|Pork|Salt,555.8568912145588,39.64831049730141,21.010284727693058,29.562893668817775
Country-Style Pork Ribs with Jalapeño Pesto,https://www.edamam.com/web-img/bee/bee43a46ccb92d88047ba3fc7dda97e8.jpg,Pine nut|Nut (fruit)|Clove|Jalapeño|Celery|Lemon|Black pepper|Fennel|Pork|Pork ribs|Shallot|Basil|Salt|Grape seed oil|Rapeseed|Oil|Pecorino|Cheese|Olive|Parsley|Olive oil|Zest (ingredient)|Seed|Spice|Garlic|Onion,1266.3658696256782,110.55871535252916,21.191145456352928,49.98183134128106
Texas BBQ Sauce Pork Ribs,https://www.edamam.com/web-img/b12/b122e501a360c1cc69aca4d2ed763ede.jpg,Onion|Salt|Sugar|Brown sugar|Pork ribs|Tomato purée|Tomato|Celery salt|Celery|Pork|Vegetable oil|Vegetable|Cider|Vinegar|Garlic|Worcestershire sauce|Chili pepper|Chili powder,750.1569761426199,43.19514068399114,20.060017499885983,68.32389951849987
greek salad with lemon and oregano,https://www.edamam.com/web-img/790/79012b249958765a29cdfa67818df45b.jpg,Bell pepper|Black pepper|Olive|Olive oil|Salt|Grape|Tomato|Cherry|Red onion|Onion|Kalamata olive|Cucumber|Feta|Lemon|Oregano,281.5587396439965,23.129566815140016,15.091867154714132,7.3424974667765275
"Roasted Potatoes with Garlic, Lemon, and Oregano",https://www.edamam.com/web-img/b19/b19cb4848576f16c1f94821a6b184ecf.jpg,Potato|Olive|Oregano|Beef|Chicken as food|Stock (food)|Black pepper|Olive oil|Oil|Juice|Garlic|Clove|Salt|Lemon,356.2779944784932,18.387455431557854,45.258953152059966,5.758137315971795
Yogurt-Marinated Chicken with Baked Potato and Swiss Chard,https://www.edamam.com/web-img/b82/b829b6215770820acdcdc13bd7753419.jpg,Lemon|Juice|Chicken as food|Coriander|Cumin|Olive|Olive oil|Oil|Yogurt|Strained yogurt|Ginger|Chard|Kosher salt|Salt|Potato|Curry|Curry powder|Mentha|Garlic|Spice|Spice mix|Turmeric,121.73364867491,4.806887658737655,14.39568250000445,7.524972727535642
Buttermilk-Dill Sauce,https://www.edamam.com/web-img/32a/32aacd11883fb5cb7ba9166f33215dc9.jpg,Buttermilk|Dill|Strained yogurt|Yogurt|Kosher salt|Salt|Lemon|Olive oil|Oil|Black pepper|Olive|Juice,64.01289583334751,4.137886250000155,2.7477343750044474,4.494177291666892
